"observation","public.feedback","private.feedback","public.feedback.bins"
629,4.85,"Probably Yes","(4.75,5]"
630,4.8,"Probably Yes","(4.75,5]"
631,5,"Definitely Yes","(4.75,5]"
632,5,"Definitely Yes","(4.75,5]"
633,5,"Definitely Yes","(4.75,5]"
634,3.6,"Probably Yes","(3.5,3.75]"
635,4.6,"Probably Not","(4.5,4.75]"
636,3.2,"Definitely Not","(3,3.25]"
637,5,"Definitely Yes","(4.75,5]"
638,4.6,"Probably Yes","(4.5,4.75]"
639,4.55,"Definitely Yes","(4.5,4.75]"
640,5,"Definitely Yes","(4.75,5]"
641,4.3,"Probably Not","(4.25,4.5]"
642,4,"Definitely Yes","(3.75,4]"
643,5,"Definitely Yes","(4.75,5]"
644,5,"Definitely Yes","(4.75,5]"
645,5,"Definitely Yes","(4.75,5]"
646,5,"Definitely Yes","(4.75,5]"
647,5,"Definitely Yes","(4.75,5]"
648,5,"Definitely Yes","(4.75,5]"
649,5,"Probably Yes","(4.75,5]"
650,5,"Definitely Yes","(4.75,5]"
651,4.6,"Definitely Yes","(4.5,4.75]"
652,5,"Definitely Yes","(4.75,5]"
653,1,"Definitely Not","[1,1.25]"
654,5,"Probably Yes","(4.75,5]"
655,5,"Definitely Yes","(4.75,5]"
656,2.95,"Definitely Not","(2.75,3]"
657,5,"Definitely Yes","(4.75,5]"
658,5,"Probably Yes","(4.75,5]"
659,5,"Definitely Yes","(4.75,5]"
660,5,"Definitely Yes","(4.75,5]"
661,5,"Definitely Yes","(4.75,5]"
662,3.8,"Definitely Not","(3.75,4]"
663,5,"Definitely Yes","(4.75,5]"
664,4.85,"Definitely Yes","(4.75,5]"
665,4.85,"Probably Yes","(4.75,5]"
666,5,"Definitely Yes","(4.75,5]"
667,5,"Probably Yes","(4.75,5]"
668,5,"Definitely Yes","(4.75,5]"
669,5,"Definitely Yes","(4.75,5]"
670,5,"Definitely Yes","(4.75,5]"
671,5,"Probably Yes","(4.75,5]"
672,5,"Definitely Yes","(4.75,5]"
673,5,"Definitely Yes","(4.75,5]"
674,5,"Definitely Yes","(4.75,5]"
675,5,"Definitely Yes","(4.75,5]"
676,5,"Definitely Yes","(4.75,5]"
677,4.85,"Definitely Yes","(4.75,5]"
678,5,"Definitely Yes","(4.75,5]"
679,4.55,"Definitely Yes","(4.5,4.75]"
680,4.05,"Definitely Not","(4,4.25]"
681,5,"Definitely Yes","(4.75,5]"
682,4.45,"Probably Not","(4.25,4.5]"
683,5,"Definitely Yes","(4.75,5]"
684,5,"Definitely Yes","(4.75,5]"
685,4.45,"Definitely Yes","(4.25,4.5]"
686,4.7,"Probably Yes","(4.5,4.75]"
687,5,"Probably Not","(4.75,5]"
688,5,"Definitely Yes","(4.75,5]"
689,4.6,"Definitely Yes","(4.5,4.75]"
690,5,"Definitely Yes","(4.75,5]"
691,4.5,"Probably Yes","(4.25,4.5]"
692,2.25,"Probably Not","(2,2.25]"
693,5,"Probably Yes","(4.75,5]"
694,5,"Definitely Yes","(4.75,5]"
695,5,"Definitely Yes","(4.75,5]"
696,4.3,"Definitely Yes","(4.25,4.5]"
697,5,"Definitely Yes","(4.75,5]"
698,5,"Definitely Yes","(4.75,5]"
699,5,"Definitely Yes","(4.75,5]"
700,4.85,"Definitely Yes","(4.75,5]"
701,4.85,"Definitely Yes","(4.75,5]"
702,5,"Definitely Yes","(4.75,5]"
703,5,"Definitely Yes","(4.75,5]"
704,5,"Definitely Yes","(4.75,5]"
705,5,"Definitely Yes","(4.75,5]"
706,5,"Definitely Yes","(4.75,5]"
707,5,"Probably Yes","(4.75,5]"
708,5,"Definitely Yes","(4.75,5]"
709,5,"Definitely Yes","(4.75,5]"
710,5,"Probably Yes","(4.75,5]"
711,5,"Probably Yes","(4.75,5]"
712,5,"Definitely Yes","(4.75,5]"
713,4.85,"Definitely Yes","(4.75,5]"
714,5,"Definitely Yes","(4.75,5]"
715,4.55,"Definitely Yes","(4.5,4.75]"
716,4.85,"Definitely Yes","(4.75,5]"
717,5,"Definitely Yes","(4.75,5]"
718,5,"Definitely Yes","(4.75,5]"
719,5,"Probably Not","(4.75,5]"
720,5,"Definitely Yes","(4.75,5]"
721,5,"Definitely Yes","(4.75,5]"
722,4.6,"Probably Yes","(4.5,4.75]"
723,5,"Definitely Yes","(4.75,5]"
724,5,"Definitely Yes","(4.75,5]"
725,5,"Definitely Yes","(4.75,5]"
726,5,"Definitely Yes","(4.75,5]"
727,5,"Definitely Yes","(4.75,5]"
728,4.85,"Probably Yes","(4.75,5]"
729,5,"Definitely Yes","(4.75,5]"
730,4.25,"Definitely Yes","(4,4.25]"
731,3.9,"Probably Not","(3.75,4]"
732,5,"Definitely Yes","(4.75,5]"
733,5,"Definitely Yes","(4.75,5]"
734,5,"Definitely Yes","(4.75,5]"
735,2,"Probably Not","(1.75,2]"
736,5,"Definitely Yes","(4.75,5]"
737,5,"Definitely Yes","(4.75,5]"
738,5,"Definitely Yes","(4.75,5]"
739,5,"Probably Yes","(4.75,5]"
740,5,"Probably Yes","(4.75,5]"
741,5,"Definitely Yes","(4.75,5]"
742,5,"Probably Yes","(4.75,5]"
743,4.5,"Definitely Yes","(4.25,4.5]"
744,5,"Definitely Yes","(4.75,5]"
745,5,"Definitely Yes","(4.75,5]"
746,5,"Definitely Yes","(4.75,5]"
747,5,"Probably Yes","(4.75,5]"
748,5,"Definitely Yes","(4.75,5]"
749,4.45,"Definitely Yes","(4.25,4.5]"
750,5,"Definitely Yes","(4.75,5]"
751,4.85,"Definitely Yes","(4.75,5]"
752,5,"Definitely Yes","(4.75,5]"
753,5,"Definitely Yes","(4.75,5]"
754,5,"Definitely Yes","(4.75,5]"
755,4.3,"Definitely Yes","(4.25,4.5]"
756,5,"Definitely Yes","(4.75,5]"
757,4.8,"Probably Yes","(4.75,5]"
758,5,"Definitely Yes","(4.75,5]"
759,5,"Definitely Yes","(4.75,5]"
760,5,"Definitely Yes","(4.75,5]"
761,5,"Definitely Yes","(4.75,5]"
762,5,"Definitely Yes","(4.75,5]"
763,5,"Definitely Yes","(4.75,5]"
764,5,"Definitely Yes","(4.75,5]"
765,5,"Definitely Yes","(4.75,5]"
766,5,"Definitely Yes","(4.75,5]"
767,4.85,"Probably Yes","(4.75,5]"
768,5,"Definitely Yes","(4.75,5]"
769,5,"Definitely Yes","(4.75,5]"
770,5,"Definitely Yes","(4.75,5]"
771,5,"Probably Yes","(4.75,5]"
772,5,"Definitely Yes","(4.75,5]"
773,5,"Definitely Yes","(4.75,5]"
774,4.65,"Probably Yes","(4.5,4.75]"
775,5,"Definitely Yes","(4.75,5]"
776,5,"Definitely Yes","(4.75,5]"
777,5,"Definitely Yes","(4.75,5]"
778,5,"Definitely Yes","(4.75,5]"
779,5,"Definitely Yes","(4.75,5]"
780,5,"Probably Yes","(4.75,5]"
781,5,"Definitely Yes","(4.75,5]"
782,5,"Definitely Yes","(4.75,5]"
783,3.7,"Definitely Not","(3.5,3.75]"
784,3.9,"Probably Yes","(3.75,4]"
785,5,"Definitely Yes","(4.75,5]"
786,5,"Definitely Yes","(4.75,5]"
787,1.55,"Definitely Not","(1.5,1.75]"
788,5,"Probably Yes","(4.75,5]"
789,5,"Definitely Yes","(4.75,5]"
790,5,"Definitely Yes","(4.75,5]"
791,5,"Probably Not","(4.75,5]"
792,5,"Definitely Yes","(4.75,5]"
793,5,"Definitely Yes","(4.75,5]"
794,5,"Definitely Yes","(4.75,5]"
795,5,"Probably Yes","(4.75,5]"
796,5,"Definitely Yes","(4.75,5]"
797,3.55,"Probably Yes","(3.5,3.75]"
798,5,"Definitely Yes","(4.75,5]"
799,3.2,"Definitely Not","(3,3.25]"
800,5,"Probably Yes","(4.75,5]"
801,5,"Definitely Yes","(4.75,5]"
802,5,"Definitely Yes","(4.75,5]"
803,5,"Definitely Yes","(4.75,5]"
804,5,"Definitely Yes","(4.75,5]"
805,5,"Definitely Yes","(4.75,5]"
806,5,"Definitely Yes","(4.75,5]"
807,5,"Definitely Yes","(4.75,5]"
808,5,"Definitely Yes","(4.75,5]"
809,5,"Definitely Yes","(4.75,5]"
810,4.85,"Definitely Yes","(4.75,5]"
811,5,"Definitely Yes","(4.75,5]"
812,5,"Probably Not","(4.75,5]"
813,5,"Definitely Yes","(4.75,5]"
814,5,"Definitely Yes","(4.75,5]"
815,5,"Definitely Yes","(4.75,5]"
816,4.55,"Probably Yes","(4.5,4.75]"
817,4.85,"Definitely Yes","(4.75,5]"
818,5,"Definitely Yes","(4.75,5]"
819,5,"Definitely Yes","(4.75,5]"
820,5,"Definitely Yes","(4.75,5]"
821,5,"Probably Yes","(4.75,5]"
822,5,"Definitely Yes","(4.75,5]"
823,4.55,"Probably Yes","(4.5,4.75]"
824,5,"Definitely Yes","(4.75,5]"
825,4.7,"Definitely Yes","(4.5,4.75]"
826,4.6,"Probably Yes","(4.5,4.75]"
827,5,"Definitely Yes","(4.75,5]"
828,4.8,"Definitely Yes","(4.75,5]"
829,5,"Probably Yes","(4.75,5]"
830,5,"Definitely Yes","(4.75,5]"
831,5,"Definitely Yes","(4.75,5]"
832,4.55,"Definitely Yes","(4.5,4.75]"
833,5,"Definitely Yes","(4.75,5]"
834,4.85,"Definitely Yes","(4.75,5]"
835,5,"Definitely Yes","(4.75,5]"
836,4.85,"Definitely Yes","(4.75,5]"
837,4,"Probably Yes","(3.75,4]"
838,5,"Definitely Yes","(4.75,5]"
839,5,"Definitely Yes","(4.75,5]"
840,5,"Definitely Yes","(4.75,5]"
841,5,"Definitely Yes","(4.75,5]"
842,5,"Definitely Yes","(4.75,5]"
843,5,"Definitely Yes","(4.75,5]"
844,5,"Definitely Yes","(4.75,5]"
845,5,"Definitely Yes","(4.75,5]"
846,5,"Definitely Yes","(4.75,5]"
847,5,"Definitely Yes","(4.75,5]"
848,5,"Definitely Yes","(4.75,5]"
849,5,"Definitely Yes","(4.75,5]"
850,5,"Definitely Yes","(4.75,5]"
851,4.25,"Definitely Yes","(4,4.25]"
852,4.85,"Definitely Yes","(4.75,5]"
853,5,"Definitely Yes","(4.75,5]"
854,5,"Probably Yes","(4.75,5]"
855,5,"Probably Not","(4.75,5]"
856,5,"Probably Yes","(4.75,5]"
857,5,"Definitely Yes","(4.75,5]"
858,5,"Probably Yes","(4.75,5]"
859,5,"Definitely Yes","(4.75,5]"
860,5,"Definitely Yes","(4.75,5]"
861,5,"Probably Yes","(4.75,5]"
862,5,"Definitely Yes","(4.75,5]"
863,5,"Probably Yes","(4.75,5]"
864,5,"Definitely Yes","(4.75,5]"
865,5,"Definitely Yes","(4.75,5]"
866,5,"Definitely Yes","(4.75,5]"
867,5,"Definitely Yes","(4.75,5]"
868,5,"Definitely Yes","(4.75,5]"
869,5,"Definitely Yes","(4.75,5]"
870,5,"Definitely Yes","(4.75,5]"
871,5,"Definitely Yes","(4.75,5]"
872,5,"Probably Yes","(4.75,5]"
873,4,"Definitely Yes","(3.75,4]"
874,5,"Definitely Yes","(4.75,5]"
875,4,"Probably Yes","(3.75,4]"
876,5,"Definitely Yes","(4.75,5]"
877,5,"Definitely Yes","(4.75,5]"
878,5,"Definitely Not","(4.75,5]"
879,5,"Definitely Yes","(4.75,5]"
880,5,"Definitely Yes","(4.75,5]"
881,5,"Definitely Yes","(4.75,5]"
882,5,"Definitely Yes","(4.75,5]"
883,5,"Probably Yes","(4.75,5]"
884,5,"Definitely Yes","(4.75,5]"
885,2,"Probably Not","(1.75,2]"
886,5,"Definitely Yes","(4.75,5]"
887,5,"Definitely Yes","(4.75,5]"
888,5,"Definitely Yes","(4.75,5]"
889,5,"Definitely Yes","(4.75,5]"
890,5,"Definitely Yes","(4.75,5]"
891,5,"Definitely Yes","(4.75,5]"
892,5,"Definitely Yes","(4.75,5]"
893,4.35,"Definitely Yes","(4.25,4.5]"
894,2.7,"Probably Not","(2.5,2.75]"
895,5,"Definitely Not","(4.75,5]"
896,5,"Definitely Yes","(4.75,5]"
897,5,"Definitely Yes","(4.75,5]"
898,5,"Definitely Yes","(4.75,5]"
899,4.8,"Definitely Yes","(4.75,5]"
900,5,"Definitely Yes","(4.75,5]"
901,4.6,"Definitely Yes","(4.5,4.75]"
902,5,"Definitely Yes","(4.75,5]"
903,5,"Definitely Yes","(4.75,5]"
904,5,"Definitely Yes","(4.75,5]"
905,5,"Definitely Yes","(4.75,5]"
906,5,"Definitely Yes","(4.75,5]"
907,5,"Definitely Yes","(4.75,5]"
908,5,"Definitely Yes","(4.75,5]"
909,5,"Definitely Yes","(4.75,5]"
910,1,"Definitely Not","[1,1.25]"
911,5,"Definitely Yes","(4.75,5]"
912,4.85,"Definitely Yes","(4.75,5]"
913,4,"Definitely Yes","(3.75,4]"
914,5,"Definitely Yes","(4.75,5]"
915,5,"Definitely Yes","(4.75,5]"
916,4,"Probably Yes","(3.75,4]"
917,5,"Definitely Yes","(4.75,5]"
918,5,"Probably Yes","(4.75,5]"
919,5,"Definitely Yes","(4.75,5]"
920,5,"Definitely Yes","(4.75,5]"
921,5,"Definitely Yes","(4.75,5]"
922,5,"Definitely Yes","(4.75,5]"
923,5,"Definitely Yes","(4.75,5]"
924,5,"Definitely Yes","(4.75,5]"
925,5,"Definitely Yes","(4.75,5]"
926,5,"Definitely Yes","(4.75,5]"
927,5,"Definitely Yes","(4.75,5]"
928,5,"Definitely Yes","(4.75,5]"
929,5,"Definitely Yes","(4.75,5]"
930,5,"Definitely Yes","(4.75,5]"
931,5,"Definitely Yes","(4.75,5]"
932,5,"Probably Yes","(4.75,5]"
933,5,"Definitely Yes","(4.75,5]"
934,4.35,"Definitely Yes","(4.25,4.5]"
935,5,"Definitely Yes","(4.75,5]"
936,5,"Probably Not","(4.75,5]"
937,5,"Definitely Yes","(4.75,5]"
938,1,"Definitely Not","[1,1.25]"
939,5,"Probably Not","(4.75,5]"
940,5,"Definitely Yes","(4.75,5]"
941,5,"Definitely Yes","(4.75,5]"
942,4.7,"Definitely Yes","(4.5,4.75]"
943,3.5,"Probably Not","(3.25,3.5]"
944,1.2,"Definitely Not","[1,1.25]"
945,5,"Definitely Yes","(4.75,5]"
946,5,"Definitely Yes","(4.75,5]"
947,3.55,"Definitely Yes","(3.5,3.75]"
948,4.85,"Probably Yes","(4.75,5]"
949,5,"Definitely Yes","(4.75,5]"
950,5,"Definitely Yes","(4.75,5]"
951,5,"Definitely Yes","(4.75,5]"
952,5,"Definitely Yes","(4.75,5]"
953,4.65,"Probably Yes","(4.5,4.75]"
954,5,"Definitely Yes","(4.75,5]"
955,5,"Definitely Yes","(4.75,5]"
956,4.85,"Definitely Yes","(4.75,5]"
957,5,"Definitely Yes","(4.75,5]"
958,5,"Definitely Yes","(4.75,5]"
959,5,"Definitely Yes","(4.75,5]"
960,5,"Definitely Yes","(4.75,5]"
961,5,"Definitely Yes","(4.75,5]"
962,5,"Probably Yes","(4.75,5]"
963,5,"Definitely Yes","(4.75,5]"
964,5,"Definitely Yes","(4.75,5]"
965,5,"Definitely Yes","(4.75,5]"
966,5,"Probably Yes","(4.75,5]"
967,5,"Definitely Yes","(4.75,5]"
968,4,"Definitely Yes","(3.75,4]"
969,5,"Definitely Yes","(4.75,5]"
970,5,"Definitely Yes","(4.75,5]"
971,5,"Probably Yes","(4.75,5]"
972,5,"Probably Yes","(4.75,5]"
973,5,"Definitely Yes","(4.75,5]"
974,5,"Definitely Yes","(4.75,5]"
975,4.45,"Definitely Yes","(4.25,4.5]"
976,5,"Definitely Yes","(4.75,5]"
977,4.8,"Definitely Yes","(4.75,5]"
978,5,"Definitely Yes","(4.75,5]"
979,4.6,"Probably Yes","(4.5,4.75]"
980,5,"Definitely Yes","(4.75,5]"
981,5,"Definitely Yes","(4.75,5]"
982,4.7,"Definitely Yes","(4.5,4.75]"
983,5,"Definitely Yes","(4.75,5]"
984,5,"Definitely Yes","(4.75,5]"
985,5,"Definitely Yes","(4.75,5]"
986,5,"Definitely Yes","(4.75,5]"
987,5,"Definitely Yes","(4.75,5]"
988,5,"Definitely Yes","(4.75,5]"
989,5,"Probably Yes","(4.75,5]"
990,5,"Definitely Yes","(4.75,5]"
991,4.8,"Definitely Yes","(4.75,5]"
992,5,"Probably Yes","(4.75,5]"
993,5,"Definitely Yes","(4.75,5]"
994,5,"Probably Yes","(4.75,5]"
995,5,"Definitely Yes","(4.75,5]"
996,5,"Definitely Yes","(4.75,5]"
997,5,"Definitely Yes","(4.75,5]"
998,5,"Definitely Yes","(4.75,5]"
999,5,"Definitely Yes","(4.75,5]"
1000,5,"Definitely Yes","(4.75,5]"
1001,5,"Definitely Yes","(4.75,5]"
1002,5,"Definitely Yes","(4.75,5]"
1003,4,"Definitely Yes","(3.75,4]"
1004,3.5,"Probably Yes","(3.25,3.5]"
1005,5,"Definitely Yes","(4.75,5]"
1006,5,"Definitely Yes","(4.75,5]"
1007,5,"Definitely Yes","(4.75,5]"
1008,5,"Definitely Yes","(4.75,5]"
1009,5,"Definitely Yes","(4.75,5]"
1010,5,"Definitely Yes","(4.75,5]"
1011,4.4,"Probably Yes","(4.25,4.5]"
1012,5,"Definitely Yes","(4.75,5]"
1013,5,"Definitely Yes","(4.75,5]"
1014,5,"Definitely Yes","(4.75,5]"
1015,4,"Probably Yes","(3.75,4]"
1016,5,"Definitely Yes","(4.75,5]"
1017,5,"Definitely Yes","(4.75,5]"
1018,5,"Definitely Yes","(4.75,5]"
1019,5,"Definitely Yes","(4.75,5]"
1020,5,"Definitely Yes","(4.75,5]"
1021,5,"Probably Not","(4.75,5]"
1022,5,"Definitely Yes","(4.75,5]"
1023,5,"Definitely Yes","(4.75,5]"
1024,5,"Definitely Yes","(4.75,5]"
1025,5,"Definitely Yes","(4.75,5]"
1026,5,"Definitely Yes","(4.75,5]"
1027,5,"Definitely Yes","(4.75,5]"
1028,5,"Probably Not","(4.75,5]"
1029,5,"Definitely Yes","(4.75,5]"
1030,5,"Definitely Yes","(4.75,5]"
1031,5,"Definitely Yes","(4.75,5]"
1032,3.7,"Probably Yes","(3.5,3.75]"
1033,5,"Definitely Yes","(4.75,5]"
1034,5,"Probably Yes","(4.75,5]"
1035,5,"Definitely Yes","(4.75,5]"
1036,4.1,"Definitely Yes","(4,4.25]"
1037,5,"Definitely Yes","(4.75,5]"
1038,5,"Definitely Yes","(4.75,5]"
1039,5,"Probably Not","(4.75,5]"
1040,5,"Definitely Yes","(4.75,5]"
1041,5,"Definitely Yes","(4.75,5]"
1042,5,"Definitely Yes","(4.75,5]"
1043,5,"Definitely Yes","(4.75,5]"
1044,5,"Probably Yes","(4.75,5]"
1045,5,"Definitely Yes","(4.75,5]"
1046,5,"Definitely Yes","(4.75,5]"
1047,5,"Definitely Yes","(4.75,5]"
1048,5,"Definitely Yes","(4.75,5]"
1049,5,"Definitely Yes","(4.75,5]"
1050,5,"Definitely Yes","(4.75,5]"
1051,5,"Definitely Yes","(4.75,5]"
1052,5,"Definitely Yes","(4.75,5]"
1053,5,"Definitely Yes","(4.75,5]"
1054,4,"Probably Yes","(3.75,4]"
1055,5,"Definitely Yes","(4.75,5]"
1056,5,"Definitely Yes","(4.75,5]"
1057,5,"Definitely Yes","(4.75,5]"
1058,5,"Definitely Yes","(4.75,5]"
1059,5,"Definitely Yes","(4.75,5]"
1060,4.85,"Definitely Yes","(4.75,5]"
1061,5,"Definitely Yes","(4.75,5]"
1062,5,"Definitely Yes","(4.75,5]"
1063,5,"Definitely Yes","(4.75,5]"
1064,5,"Definitely Yes","(4.75,5]"
1065,5,"Definitely Yes","(4.75,5]"
1066,5,"Definitely Yes","(4.75,5]"
1067,4,"Probably Yes","(3.75,4]"
1068,5,"Definitely Yes","(4.75,5]"
1069,5,"Definitely Yes","(4.75,5]"
1070,5,"Definitely Yes","(4.75,5]"
1071,3.15,"Probably Yes","(3,3.25]"
1072,5,"Definitely Yes","(4.75,5]"
1073,5,"Definitely Yes","(4.75,5]"
1074,5,"Definitely Yes","(4.75,5]"
1075,5,"Definitely Yes","(4.75,5]"
1076,5,"Definitely Yes","(4.75,5]"
1077,5,"Probably Yes","(4.75,5]"
1078,5,"Definitely Yes","(4.75,5]"
1079,5,"Definitely Yes","(4.75,5]"
1080,5,"Definitely Yes","(4.75,5]"
1081,5,"Definitely Yes","(4.75,5]"
1082,4.7,"Definitely Yes","(4.5,4.75]"
1083,5,"Probably Yes","(4.75,5]"
1084,5,"Definitely Yes","(4.75,5]"
1085,5,"Definitely Yes","(4.75,5]"
1086,5,"Definitely Yes","(4.75,5]"
1087,5,"Definitely Yes","(4.75,5]"
1088,5,"Definitely Yes","(4.75,5]"
1089,5,"Definitely Yes","(4.75,5]"
1090,5,"Definitely Yes","(4.75,5]"
1091,5,"Definitely Yes","(4.75,5]"
1092,5,"Probably Yes","(4.75,5]"
1093,5,"Definitely Yes","(4.75,5]"
1094,5,"Definitely Yes","(4.75,5]"
1095,5,"Definitely Yes","(4.75,5]"
1096,5,"Definitely Yes","(4.75,5]"
1097,5,"Definitely Yes","(4.75,5]"
1098,4.85,"Definitely Yes","(4.75,5]"
1099,5,"Definitely Yes","(4.75,5]"
1100,5,"Definitely Yes","(4.75,5]"
1101,5,"Definitely Yes","(4.75,5]"
1102,5,"Definitely Yes","(4.75,5]"
1103,4,"Probably Yes","(3.75,4]"
1104,4.45,"Probably Yes","(4.25,4.5]"
1105,5,"Probably Yes","(4.75,5]"
1106,5,"Definitely Yes","(4.75,5]"
1107,5,"Definitely Yes","(4.75,5]"
1108,5,"Definitely Yes","(4.75,5]"
1109,4.4,"Definitely Yes","(4.25,4.5]"
1110,5,"Definitely Yes","(4.75,5]"
1111,4,"Probably Yes","(3.75,4]"
1112,5,"Definitely Yes","(4.75,5]"
1113,5,"Definitely Yes","(4.75,5]"
1114,5,"Definitely Yes","(4.75,5]"
1115,5,"Definitely Yes","(4.75,5]"
1116,5,"Definitely Yes","(4.75,5]"
1117,5,"Definitely Yes","(4.75,5]"
1118,5,"Probably Yes","(4.75,5]"
1119,5,"Definitely Yes","(4.75,5]"
1120,5,"Definitely Yes","(4.75,5]"
1121,5,"Definitely Yes","(4.75,5]"
1122,4.85,"Definitely Yes","(4.75,5]"
1123,5,"Definitely Yes","(4.75,5]"
1124,5,"Definitely Yes","(4.75,5]"
1125,5,"Definitely Yes","(4.75,5]"
1126,5,"Definitely Yes","(4.75,5]"
1127,5,"Definitely Yes","(4.75,5]"
1128,5,"Definitely Yes","(4.75,5]"
1129,5,"Definitely Yes","(4.75,5]"
1130,5,"Definitely Yes","(4.75,5]"
1131,5,"Definitely Yes","(4.75,5]"
1132,5,"Definitely Yes","(4.75,5]"
1133,5,"Definitely Yes","(4.75,5]"
1134,5,"Definitely Yes","(4.75,5]"
1135,5,"Definitely Yes","(4.75,5]"
1136,5,"Definitely Yes","(4.75,5]"
1137,5,"Definitely Yes","(4.75,5]"
1138,5,"Definitely Yes","(4.75,5]"
1139,4.65,"Definitely Yes","(4.5,4.75]"
1140,5,"Definitely Yes","(4.75,5]"
1141,5,"Definitely Yes","(4.75,5]"
1142,1,"Definitely Not","[1,1.25]"
1143,4,"Probably Yes","(3.75,4]"
1144,5,"Definitely Yes","(4.75,5]"
1145,4.85,"Definitely Yes","(4.75,5]"
1146,5,"Definitely Yes","(4.75,5]"
1147,5,"Definitely Yes","(4.75,5]"
1148,5,"Definitely Yes","(4.75,5]"
1149,5,"Definitely Yes","(4.75,5]"
1150,5,"Definitely Yes","(4.75,5]"
1151,5,"Definitely Yes","(4.75,5]"
1152,5,"Definitely Yes","(4.75,5]"
1153,4.85,"Definitely Yes","(4.75,5]"
1154,5,"Definitely Yes","(4.75,5]"
1155,5,"Definitely Yes","(4.75,5]"
1156,5,"Definitely Yes","(4.75,5]"
1157,4,"Probably Yes","(3.75,4]"
1158,5,"Definitely Yes","(4.75,5]"
1159,5,"Definitely Yes","(4.75,5]"
1160,4.7,"Definitely Yes","(4.5,4.75]"
1161,5,"Definitely Yes","(4.75,5]"
1162,5,"Probably Not","(4.75,5]"
1163,5,"Definitely Yes","(4.75,5]"
1164,5,"Probably Yes","(4.75,5]"
1165,5,"Definitely Yes","(4.75,5]"
1166,5,"Definitely Yes","(4.75,5]"
1167,5,"Definitely Yes","(4.75,5]"
1168,4.55,"Definitely Yes","(4.5,4.75]"
1169,4.8,"Definitely Yes","(4.75,5]"
1170,5,"Definitely Yes","(4.75,5]"
1171,5,"Definitely Yes","(4.75,5]"
1172,3.85,"Probably Yes","(3.75,4]"
1173,4.35,"Probably Yes","(4.25,4.5]"
1174,5,"Definitely Not","(4.75,5]"
1175,3.45,"Probably Yes","(3.25,3.5]"
1176,5,"Definitely Yes","(4.75,5]"
1177,5,"Definitely Yes","(4.75,5]"
1178,5,"Definitely Yes","(4.75,5]"
1179,5,"Definitely Yes","(4.75,5]"
1180,5,"Probably Yes","(4.75,5]"
1181,5,"Definitely Yes","(4.75,5]"
1182,4.7,"Definitely Yes","(4.5,4.75]"
1183,5,"Definitely Yes","(4.75,5]"
1184,5,"Definitely Yes","(4.75,5]"
1185,5,"Definitely Yes","(4.75,5]"
1186,5,"Definitely Yes","(4.75,5]"
1187,5,"Probably Yes","(4.75,5]"
1188,5,"Definitely Yes","(4.75,5]"
1189,5,"Definitely Yes","(4.75,5]"
1190,5,"Definitely Yes","(4.75,5]"
1191,5,"Definitely Yes","(4.75,5]"
1192,5,"Definitely Yes","(4.75,5]"
1193,5,"Definitely Yes","(4.75,5]"
1194,5,"Probably Yes","(4.75,5]"
1195,5,"Definitely Yes","(4.75,5]"
1196,5,"Definitely Yes","(4.75,5]"
1197,5,"Definitely Yes","(4.75,5]"
1198,5,"Probably Not","(4.75,5]"
1199,5,"Definitely Yes","(4.75,5]"
1200,5,"Probably Yes","(4.75,5]"
1201,5,"Definitely Yes","(4.75,5]"
1202,5,"Definitely Yes","(4.75,5]"
1203,5,"Definitely Yes","(4.75,5]"
1204,5,"Definitely Yes","(4.75,5]"
1205,5,"Probably Yes","(4.75,5]"
1206,5,"Definitely Yes","(4.75,5]"
1207,5,"Probably Yes","(4.75,5]"
1208,5,"Definitely Yes","(4.75,5]"
1209,5,"Definitely Yes","(4.75,5]"
1210,5,"Definitely Yes","(4.75,5]"
1211,5,"Definitely Yes","(4.75,5]"
1212,4.6,"Probably Yes","(4.5,4.75]"
1213,5,"Definitely Yes","(4.75,5]"
1214,5,"Definitely Yes","(4.75,5]"
1215,5,"Definitely Yes","(4.75,5]"
1216,4.55,"Probably Yes","(4.5,4.75]"
1217,5,"Definitely Yes","(4.75,5]"
1218,5,"Definitely Yes","(4.75,5]"
1219,5,"Definitely Yes","(4.75,5]"
1220,5,"Probably Yes","(4.75,5]"
1221,1,"Probably Not","[1,1.25]"
1222,5,"Probably Not","(4.75,5]"
1223,5,"Probably Yes","(4.75,5]"
1224,5,"Definitely Yes","(4.75,5]"
1225,5,"Definitely Yes","(4.75,5]"
1226,4.7,"Definitely Yes","(4.5,4.75]"
1227,4.8,"Probably Yes","(4.75,5]"
1228,5,"Definitely Yes","(4.75,5]"
1229,5,"Definitely Yes","(4.75,5]"
1230,5,"Definitely Yes","(4.75,5]"
1231,5,"Definitely Yes","(4.75,5]"
1232,5,"Definitely Yes","(4.75,5]"
1233,5,"Definitely Yes","(4.75,5]"
1234,5,"Definitely Yes","(4.75,5]"
1235,5,"Definitely Yes","(4.75,5]"
1236,4.85,"Definitely Yes","(4.75,5]"
1237,5,"Definitely Yes","(4.75,5]"
1238,5,"Definitely Yes","(4.75,5]"
1239,4.85,"Definitely Yes","(4.75,5]"
1240,5,"Definitely Yes","(4.75,5]"
1241,5,"Definitely Yes","(4.75,5]"
1242,5,"Definitely Yes","(4.75,5]"
1243,4,"Probably Yes","(3.75,4]"
1244,5,"Definitely Yes","(4.75,5]"
1245,5,"Definitely Yes","(4.75,5]"
